x,Baseline,Axis,AttackType,AttackMagnitude,AttackActive,CleanFuture_Pitch,AttackedFuture_Pitch,V9PredictedFuture_Pitch,Residual_Pitch,AbsResidual_Pitch,Threshold,PointDetectionFlag,WindowCount,RollingMeanAbsResidual,WindowCountFlag,WindowMeanFlag,WindowCombinedFlag,WindowRule,W,N,RollingMeanMultiplier,AlignmentOffset,PredictionColumn,CleanFile,PredictionFile,Pitch_recovered_future_v9_phase5,Pitch_recovery_source_phase5,Pitch_attacked_error_vs_clean_phase5,Pitch_recovered_error_vs_clean_phase5
0.9996,baseline_01_hover,Pitch,ramp,0.054966,0,0.0961648747324943,0.0961648747324943,0.0947692318948922,0.0013956428376021,0.0013956428376021,0.009161,0,0.0,0.002321367221982,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0961648747324943,attacked_measurement,0.0,0.0
1.09956,baseline_01_hover,Pitch,ramp,0.054966,0,0.0998845845460891,0.0998845845460891,0.10239439302258,-0.0025098084764908,0.0025098084764908,0.009161,0,0.0,0.0023370706598577,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0998845845460891,attacked_measurement,0.0,0.0
1.19952,baseline_01_hover,Pitch,ramp,0.054966,0,0.101112812757492,0.101112812757492,0.1012301049252959,-0.0001172921678039,0.0001172921678039,0.009161,0,0.0,0.0021663184681613,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.101112812757492,attacked_measurement,0.0,0.0
1.29948,baseline_01_hover,Pitch,ramp,0.054966,0,0.1035123169422149,0.1035123169422149,0.1055585877531945,-0.0020462708109796,0.0020462708109796,0.009161,0,0.0,0.0021577436355054,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.1035123169422149,attacked_measurement,0.0,0.0
1.39944,baseline_01_hover,Pitch,ramp,0.054966,0,0.0993965119123458,0.0993965119123458,0.0966305987050452,0.0027659132073006,0.0027659132073006,0.009161,0,0.0,0.0021982882736251,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0993965119123458,attacked_measurement,0.0,0.0
1.4994,baseline_01_hover,Pitch,ramp,0.054966,0,0.0975523069500923,0.0975523069500923,0.0980211423560893,-0.000468835405997,0.000468835405997,0.009161,0,0.0,0.0020901974693984,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0975523069500923,attacked_measurement,0.0,0.0
1.59936,baseline_01_hover,Pitch,ramp,0.054966,0,0.0965058282017707,0.0965058282017707,0.09640647879984,9.934940193069564e-05,9.934940193069564e-05,0.009161,0,0.0,0.0019730887595473,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0965058282017707,attacked_measurement,0.0,0.0
1.69932,baseline_01_hover,Pitch,ramp,0.054966,0,0.0942954272031784,0.0942954272031784,0.0923864512254751,0.0019089759777033,0.0019089759777033,0.009161,0,0.0,0.0019695269383338,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0942954272031784,attacked_measurement,0.0,0.0
1.800113,baseline_01_hover,Pitch,ramp,0.054966,0,0.0944141745567321,0.0944141745567321,0.0946710088782665,-0.0002568343215344,0.0002568343215344,0.009161,0,0.0,0.0018793852216601,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0944141745567321,attacked_measurement,0.0,0.0
1.900073,baseline_01_hover,Pitch,ramp,0.054966,0,0.0902867168188095,0.0902867168188095,0.0869687931258595,0.0033179236929499,0.0033179236929499,0.009161,0,0.0,0.0019513121452246,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0902867168188095,attacked_measurement,0.0,0.0
2.000033,baseline_01_hover,Pitch,ramp,0.054966,0,0.0914362668991088,0.0914362668991088,0.0923296451453073,-0.0008933782461984,0.0008933782461984,0.009161,0,0.0,0.0019146189686925,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0914362668991088,attacked_measurement,0.0,0.0
2.099993,baseline_01_hover,Pitch,ramp,0.054966,0,0.0940749123692512,0.0940749123692512,0.0948698803645017,-0.0007949679952505,0.0007949679952505,0.009161,0,0.0,0.0018529101510959,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0940749123692512,attacked_measurement,0.0,0.0
2.199953,baseline_01_hover,Pitch,ramp,0.054966,0,0.0892045646905899,0.0892045646905899,0.0856295278264709,0.003575036864119,0.003575036864119,0.009161,0,0.0,0.001938262972433,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0892045646905899,attacked_measurement,0.0,0.0
2.299913,baseline_01_hover,Pitch,ramp,0.054966,0,0.0846350640058517,0.0846350640058517,0.0823460031162878,0.0022890608895639,0.0022890608895639,0.009161,0,0.0,0.0019991510274756,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0846350640058517,attacked_measurement,0.0,0.0
2.399873,baseline_01_hover,Pitch,ramp,0.054966,0,0.0830540731549263,0.0830540731549263,0.0835083689751189,-0.0004542958201926,0.0004542958201926,0.009161,0,0.0,0.0019471903756857,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0830540731549263,attacked_measurement,0.0,0.0
2.499833,baseline_01_hover,Pitch,ramp,0.054966,0,0.0764238089323043,0.0764238089323043,0.0728907464188962,0.003533062513408,0.003533062513408,0.009161,0,0.0,0.0020300554626463,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0764238089323043,attacked_measurement,0.0,0.0
2.599793,baseline_01_hover,Pitch,ramp,0.054966,0,0.0741571262478828,0.0741571262478828,0.0753702834877473,-0.0012131572398644,0.0012131572398644,0.009161,0,0.0,0.0020592131781668,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0741571262478828,attacked_measurement,0.0,0.0
2.699753,baseline_01_hover,Pitch,ramp,0.054966,0,0.0704288333654403,0.0704288333654403,0.0671407410959252,0.003288092269515,0.003288092269515,0.009161,0,0.0,0.0018711801389295,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0704288333654403,attacked_measurement,0.0,0.0
2.799713,baseline_01_hover,Pitch,ramp,0.054966,0,0.0643395707011222,0.0643395707011222,0.0629399074326061,0.0013996632685161,0.0013996632685161,0.009161,0,0.0,0.0016632599861046,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0643395707011222,attacked_measurement,0.0,0.0
2.899673,baseline_01_hover,Pitch,ramp,0.054966,0,0.0609268248081207,0.0609268248081207,0.0605847868170532,0.0003420379910675,0.0003420379910675,0.009161,0,0.0,0.0016334799698994,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0609268248081207,attacked_measurement,0.0,0.0
2.999633,baseline_01_hover,Pitch,ramp,0.054966,0,0.0611779354512691,0.0611779354512691,0.0617665558398001,-0.0005886203885309,0.0005886203885309,0.009161,0,0.0,0.0015931288474458,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0611779354512691,attacked_measurement,0.0,0.0
3.099593,baseline_01_hover,Pitch,ramp,0.054966,0,0.0576066263020038,0.0576066263020038,0.055348574032773,0.0022580522692308,0.0022580522692308,0.009161,0,0.0,0.0015805410370828,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0576066263020038,attacked_measurement,0.0,0.0
3.199553,baseline_01_hover,Pitch,ramp,0.054966,0,0.0565933771431446,0.0565933771431446,0.0559086065728333,0.0006847705703112,0.0006847705703112,0.009161,0,0.0,0.0016089149572082,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0565933771431446,attacked_measurement,0.0,0.0
3.299513,baseline_01_hover,Pitch,ramp,0.054966,0,0.0578973442316055,0.0578973442316055,0.0593422828659954,-0.0014449386343898,0.0014449386343898,0.009161,0,0.0,0.0015788483483787,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0578973442316055,attacked_measurement,0.0,0.0
3.399473,baseline_01_hover,Pitch,ramp,0.054966,0,0.0545270591974258,0.0545270591974258,0.0525562398288696,0.0019708193685561,0.0019708193685561,0.009161,0,0.0,0.0015390936564415,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0545270591974258,attacked_measurement,0.0,0.0
3.499433,baseline_01_hover,Pitch,ramp,0.054966,0,0.0553850755095481,0.0553850755095481,0.0581601563945808,-0.0027750808850327,0.0027750808850327,0.009161,0,0.0,0.0016544059303933,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0553850755095481,attacked_measurement,0.0,0.0
3.599393,baseline_01_hover,Pitch,ramp,0.054966,0,0.0548761114478111,0.0548761114478111,0.0561710040728342,-0.0012948926250231,0.0012948926250231,0.009161,0,0.0,0.0017141830915479,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0548761114478111,attacked_measurement,0.0,0.0
3.699353,baseline_01_hover,Pitch,ramp,0.054966,0,0.0551075972616672,0.0551075972616672,0.0553518545339025,-0.0002442572722352,0.0002442572722352,0.009161,0,0.0,0.0016309471562745,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0551075972616672,attacked_measurement,0.0,0.0
3.799313,baseline_01_hover,Pitch,ramp,0.054966,0,0.0619681812822818,0.0619681812822818,0.0669036595629392,-0.0049354782806574,0.0049354782806574,0.009161,0,0.0,0.0018648793542306,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0619681812822818,attacked_measurement,0.0,0.0
3.900106,baseline_01_hover,Pitch,ramp,0.054966,0,0.0646230280399322,0.0646230280399322,0.0642037083144131,0.000419319725519,0.000419319725519,0.009161,0,0.0,0.0017199491558591,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0646230280399322,attacked_measurement,0.0,0.0
4.000066,baseline_01_hover,Pitch,ramp,0.054966,0,0.070139467716217,0.070139467716217,0.0718724090684451,-0.001732941352228,0.001732941352228,0.009161,0,0.0,0.0017619273111606,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.070139467716217,attacked_measurement,0.0,0.0
4.100026,baseline_01_hover,Pitch,ramp,0.054966,0,0.07326390594244,0.07326390594244,0.0744913115139605,-0.0012274055715204,0.0012274055715204,0.009161,0,0.0,0.0017835491899741,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.07326390594244,attacked_measurement,0.0,0.0
4.199986,baseline_01_hover,Pitch,ramp,0.054966,0,0.0734910070896148,0.0734910070896148,0.0753552633103726,-0.0018642562207577,0.0018642562207577,0.009161,0,0.0,0.001698010157806,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0734910070896148,attacked_measurement,0.0,0.0
4.299946,baseline_01_hover,Pitch,ramp,0.054966,0,0.0750708654522895,0.0750708654522895,0.0755077185962275,-0.000436853143938,0.000436853143938,0.009161,0,0.0,0.0016053997705247,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0750708654522895,attacked_measurement,0.0,0.0
4.399906,baseline_01_hover,Pitch,ramp,0.054966,0,0.0715774074196815,0.0715774074196815,0.0705901828978585,0.0009872245218229,0.0009872245218229,0.009161,0,0.0,0.0016320462056062,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0715774074196815,attacked_measurement,0.0,0.0
4.499866,baseline_01_hover,Pitch,ramp,0.054966,0,0.0697497576475143,0.0697497576475143,0.0696575079250952,9.224972241909934e-05,9.224972241909934e-05,0.009161,0,0.0,0.0014600055660568,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0697497576475143,attacked_measurement,0.0,0.0
4.599826,baseline_01_hover,Pitch,ramp,0.054966,0,0.0706352367997169,0.0706352367997169,0.0718887771725703,-0.0012535403728534,0.0012535403728534,0.009161,0,0.0,0.0014620247227062,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0706352367997169,attacked_measurement,0.0,0.0
4.699786,baseline_01_hover,Pitch,ramp,0.054966,0,0.0689738914370536,0.0689738914370536,0.0697376084593413,-0.0007637170222876,0.0007637170222876,0.009161,0,0.0,0.0013358059603448,0,0,0,W20_N5_mean1.5x,20,5,1.5,1001,Pitch_hybrid_prediction,/home/tchowdh4/sensor_recovery_project/logs/extracted_csv/baseline_01_hover_ATT.csv,/home/tchowdh4/sensor_recovery_project/prediction_results_v9_trained_hybrid/baseline_01_hover_ATT_trained_hybrid_prediction_outputs.csv,0.0689738914370536,attacked_measurement,0.0,0.0
